atomic_number,ion_number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0,154145.402312328,112598.87091919652,94882.18693948822,20718.27903031436,15241.883224029692,11450.048342574804,8548.300344965806,6335.55011130891,4755.836454656915,3656.8977580132073,2671.091988889715,1901.4654978114131,1418.8958185910067,1020.054525143934,749.0179502675788,535.246058867282,377.4367477870143,270.2447297982585,191.3306061608056,137.07746663607054,97.96364798986697,69.82758489016598,49.69558023567099,34.289717847402066
1,1,2206764470.061962,1624998247.515976,1226137347.7149324,943883391.072887,738542942.0150763,587494914.8707618,472949800.8529537,382158815.9477791,308700091.0552373,249240985.79929402,201202237.38140786,162423513.91502482,131110117.53637668,105846127.56356648,85438863.92956148,68974689.80859846,55679324.40183032,44952259.243077695,36285676.17707171,29293943.353436347,23647674.451352455,19090043.088192623,15411134.2981402,12441061.677736845
