atomic_number,ion_number,level_number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0,0,154122.7991816171,112586.32556063162,94874.80509689056,20714.0412170003,15239.232813000886,11448.327073248596,8547.14960947256,6334.773956003708,4755.312136405917,3656.5395910625934,2670.8475008746886,1901.2989258202333,1418.7814608876138,1019.9765868905375,748.9641210610474,535.2094501349371,377.41184214032023,270.22777495352466,191.31930197272362,137.06973554426648,97.95838916500878,69.82401955958066,49.69316157529009,34.28810371775863
1,0,1,1.9033186114862906,1.3103391240343976,0.930233667963368,0.34502965265180036,0.23663891408988283,0.16362686498743262,0.11115441685571607,0.07510194146776501,0.05268134053927673,0.03824377000877401,0.025697209783875602,0.016497517607876856,0.011605725127745185,0.007590144562219465,0.00524271632243298,0.0034694925561802718,0.002253502179374412,0.0014860772754061898,0.0009787519888742524,0.0006528978108612318,0.00043444665214444853,0.0002870026312337982,0.0001896804019146566,0.00012326045844309412
1,0,2,0.27890509618588305,0.1369647384412275,0.08398350169574584,0.037161608794236,0.025095494758955922,0.016412119089421372,0.011522472579626993,0.007904078388338629,0.004980598644211744,0.0026864097724394755,0.0018593827096481767,0.0014525906557186035,0.000854709154383658,0.0006614814379913835,0.00034033224055276813,0.0002443352992100622,0.00018417631539077977,0.00013165179924591553,8.758837835437575e-05,6.054326041755177e-05,4.27535200061434e-05,3.193211800798294e-05,2.3955460959782047e-05,1.7392742060327443e-05
1,0,3,0.14677063838365118,0.0795202379352731,0.046640512825785095,0.02443693252630905,0.014263114912028148,0.009672786140149207,0.006582203607441551,0.004629590298667925,0.002970862405426895,0.0017814687501672795,0.001178613381945598,0.0008697407921020495,0.00057349247907653,0.000380608585751368,0.0002725416057813952,0.00018376577772203197,0.00013331227770991278,9.947787938059221e-05,6.831677851901514e-05,5.030221851857604e-05,3.514785913280742e-05,2.500562095838844e-05,1.7265190824757588e-05,1.2221428408836828e-05
1,0,4,0.13766080442649292,0.07038731060696156,0.04263540611661126,0.023653385901983362,0.01438419699085462,0.00935735578148347,0.006274738802599913,0.0042516312419421205,0.0029184098912808246,0.0018623613313727301,0.0012590990212030945,0.0008883515967106685,0.0005676359335695508,0.00040507896912930807,0.0002891431468449278,0.000210366701355558,0.0001531498904853754,0.00010793610364913319,7.66735598190185e-05,5.364222167340905e-05,3.757352087906789e-05,2.5813936737431806e-05,1.780020575977958e-05,1.2114808568949506e-05
1,0,5,0.1414398404494521,0.07722268793060152,0.04484992201497639,0.026320253014278216,0.0161419816316399,0.010225819249010537,0.006885791828194727,0.004725799619817187,0.0031313110752545213,0.002179509385280466,0.0014931692907007564,0.0010416011515120916,0.0006807558714580071,0.0005005685719153529,0.000361482711588591,0.0002518679196195344,0.00018007528856702433,0.00012826466377031508,8.871521535115154e-05,6.140590101526081e-05,4.301317474879e-05,2.8959172720079394e-05,1.9957051182784504e-05,1.3605623434847218e-05
1,0,6,0.15911853423804423,0.0878570205934018,0.05113893348779574,0.03112238981260323,0.0191719895997803,0.011929991258846003,0.008310304153068061,0.00554810545783408,0.003749287015896562,0.00256152190922224,0.0017665478991153837,0.0012324963215701555,0.0008620520226921344,0.0006066681980841041,0.0004392945019840111,0.0003121854689654094,0.0002158138112356844,0.00015069834987237646,0.00010400101836171317,7.15974233481086e-05,4.95263005094712e-05,3.374451527832539e-05,2.28027813404555e-05,1.5379733602885998e-05
1,0,7,0.1911365954114192,0.10427983752443336,0.06037906922472788,0.0365652713841648,0.022710537661067447,0.014277247974363638,0.009678058819718848,0.006711110822275218,0.0044528918474968805,0.003023435245739133,0.0021502669642138005,0.0015313419601457757,0.0010700653871610316,0.0007463263172302313,0.0005329998346891334,0.0003705816056456804,0.000256205961727698,0.00017726610240667795,0.00012145028413122644,8.290755730616332e-05,5.702897260728114e-05,3.8967400653402593e-05,2.638733757392823e-05,1.7749068381205126e-05
1,0,8,0.22397722084053473,0.12193591653682907,0.07019386484778566,0.042877390935893586,0.026465290895967285,0.01699912865842651,0.011444270419019263,0.007984839676511861,0.005300616207349326,0.0036899359599941294,0.002582626886008298,0.0018438331908255856,0.0012736727539633848,0.0008816881423009396,0.0006347129358590415,0.00043539978289624897,0.0003017964308653241,0.0002061812536170975,0.00013924538081085575,9.578687921626798e-05,6.576360580745268e-05,4.493275375256322e-05,3.0465635421589224e-05,2.0230688160934694e-05
1,0,9,0.256811587949119,0.14088941962650384,0.08073575648503263,0.049658521019998736,0.030918360080967478,0.019934111147344197,0.013547937007877469,0.009328435922084499,0.006323156610698099,0.004335786632966339,0.0030329612752842436,0.0021562370482064446,0.0015005516304226446,0.0010407613680896263,0.0007368178698341519,0.0005062902176465558,0.0003475330799947534,0.00023694316189958316,0.0001589208415475479,0.00010936288347876949,7.46368257938759e-05,5.11942956090635e-05,3.4600988420359e-05,2.3098233853999816e-05
1,0,10,0.2964500594905067,0.16204520657557792,0.09333043720932728,0.05787239414629574,0.03562877964757285,0.023330092099917026,0.01578086930789846,0.010838801298768205,0.007354758655532623,0.005089375017292509,0.0035454755585815545,0.0025039186265150577,0.0017311915147638088,0.0011941416082471748,0.0008488637674881031,0.0005800176577276165,0.0003963988513165634,0.0002713733504044005,0.000180341847224765,0.0001241078572357786,8.467430931181655e-05,5.792481147024052e-05,3.938840197431855e-05,2.6250345060138033e-05
1,0,11,0.3400216830143504,0.18566012755650035,0.10680484277627984,0.06599889120677963,0.04082072832917351,0.026685265328189434,0.01804162592300146,0.01236604487702129,0.008445153739499037,0.005834721119975691,0.004055546075552467,0.002839476312097194,0.0019578612328386546,0.0013605324627597676,0.0009553703527247052,0.0006520634429253773,0.00044858100741846117,0.000304797230795793,0.00020269696109646236,0.0001393359348867489,9.474213987765748e-05,6.485280265783692e-05,4.4090145153500994e-05,2.9403232684634723e-05
1,0,12,0.3873772128430021,0.2105406907457553,0.12188361860573863,0.07480512257538818,0.04652951976049611,0.030298537137359652,0.020467899564413916,0.0139753596673394,0.009539867687124188,0.006548411787912648,0.004582542400738768,0.0031812450231926553,0.0021963581836765707,0.0015214281337290038,0.0010594112543977972,0.0007261604986270326,0.0004988589112617438,0.0003392692161861506,0.00022640976514547428,0.00015501524833059878,0.00010580143348497213,7.201822491532584e-05,4.908161726366578e-05,3.271178591053322e-05
1,0,13,0.4382481755068087,0.23851772011813924,0.13746505969296874,0.08416692642081766,0.05240408311090693,0.03404301839820224,0.02294729920750473,0.015619959101780398,0.010621612008893727,0.007319730295404855,0.005081754958942246,0.003517188849941352,0.0024384887466342847,0.0016826268473423426,0.0011706104842882834,0.0008031346250412172,0.0005488694886882122,0.0003748111756541331,0.0002504016993048276,0.00017234562547212455,0.0001168269745523564,7.951867367888672e-05,5.43688496848831e-05,3.624904851585804e-05
