line_id,wavelength,atomic_number,ion_number,f_ul,f_lu,level_number_lower,level_number_upper,nu,B_lu,B_ul,A_ul,wavelength_cm
566147,3771.700341556864,1,0,9.371900826446282e-05,0.0028350000000000003,1.0,10.0,794846967816783.4,179525336.8408048,5934721.879034869,43943.5914953558,3.771700341556865e-05
566146,3798.9747809874884,1,0,0.00015403999999999998,0.003851,1.0,9.0,789140426781336.1,245626621.72121188,9825064.868848475,71193.92153303637,3.7989747809874894e-05
566145,3836.4708127639155,1,0,0.00026809876543209876,0.005429,1.0,8.0,781427704343774.0,349693247.3671922,17268802.3391206,121499.15117009329,3.836470812763916e-05
566144,3890.1493477600334,1,0,0.00050225,0.008036,1.0,7.0,770645112051088.4,524857864.12087417,32803616.507554635,221375.53442933073,3.890149347760034e-05
566143,3971.1934212519695,1,0,0.001036734693877551,0.0127,1.0,6.0,754917794725512.4,846759869.3697603,69123254.64242941,438498.1629641473,3.97119342125197e-05
566142,4102.89006541229,1,0,0.002454444444444445,0.022090000000000002,1.0,5.0,730686060850803.0,1521672185.4653037,169074687.27392265,972558.3620688042,4.1028900654122904e-05
566141,4341.680749473173,1,0,0.0071472,0.04467,1.0,4.0,690498623226448.1,3256187046.9120655,520989927.5059304,2529078.9680511863,4.341680749473174e-05
566140,4862.678824663423,1,0,0.029825,0.1193,1.0,3.0,616517086177803.4,9739833558.04922,2434958389.512305,8413399.426131653,4.862678824663424e-05
566139,6564.6070217614015,1,0,0.2847555555555556,0.6407,1.0,2.0,456679976434538.0,70615325101.77882,31384588934.12392,44075471.48232257,6.564607021761403e-05
566193,8288.712862919203,1,0,2.0299999999999996e-06,0.00020299999999999997,2.0,29.0,361687590049314.4,28250012.149767097,282500.12149767095,197.08976627069597,8.288712862919205e-05
566192,8294.5906447636,1,0,2.4099881093935787e-06,0.00022519999999999997,2.0,28.0,361431287979545.8,31361646.096081913,335618.09139683377,233.65076723705351,8.294590644763603e-05
566191,8301.119128242835,1,0,2.879081632653061e-06,0.0002508,2.0,27.0,361147037367550.0,34954225.56642857,401260.24247175653,278.69098006638814,8.301119128242837e-05
566190,8308.398450969416,1,0,3.462962962962963e-06,0.00028050000000000004,2.0,26.0,360830621893224.7,39127823.21476815,483059.5458613352,334.6227324828557,8.308398450969418e-05
566189,8316.548871628433,1,0,4.193786982248521e-06,0.000315,2.0,25.0,360476999086399.5,43983441.07509711,585578.3575086893,404.4476404663509,8.316548871628434e-05
566188,8325.715848097794,1,0,5.1192e-06,0.0003555,2.0,24.0,360080098179779.44,49693169.27551045,715581.6375673505,492.60765313673505,8.325715848097795e-05
566187,8336.076684041785,1,0,6.303125e-06,0.0004034,2.0,23.0,359632557812129.2,56458989.4972572,882171.7108946438,605.0269840253467,8.336076684041787e-05
566186,8347.849326251746,1,0,7.829489603024575e-06,0.0004602,2.0,22.0,359125382219385.7,64499555.540291436,1097345.9354680963,749.4220638394601,8.347849326251748e-05
566185,8361.304151208797,1,0,9.825619834710742e-06,0.0005283999999999999,2.0,21.0,358547485629569.94,74177524.64172372,1379334.135899821,937.4630092830477,8.361304151208798e-05
566184,8376.779968479565,1,0,1.2467346938775512e-05,0.0006109,2.0,20.0,357885081293849.56,85917719.1063564,1753422.838905233,1185.1192589599946,8.376779968479566e-05
566183,8394.706069902495,1,0,1.60155e-05,0.0007118,2.0,19.0,357120851526707.56,100322647.3742776,2257259.565921246,1515.904141950638,8.394706069902496e-05
566182,8415.633104179464,1,0,2.0844598337950142e-05,0.0008361000000000001,2.0,18.0,356232804221364.8,118135526.90805824,2945207.0420291526,1963.1892671649528,8.415633104179466e-05
566181,8440.277093374354,1,0,2.7544444444444446e-05,0.0009916,2.0,17.0,355192672803761.4,140516954.5656284,3903248.7379341223,2579.068247791566,8.440277093374356e-05
566180,8469.583459166102,1,0,3.699653979238754e-05,0.001188,2.0,16.0,353963638761423.7,168932807.0364627,5260883.264111294,3440.16466094972,8.469583459166104e-05
566179,8504.822288041807,1,0,5.073046875e-05,0.001443,2.0,15.0,352497027976143.25,206047372.25706783,7243852.930912541,4678.219721529154,8.504822288041809e-05
