atomic_number,ion_number,level_number_lower,level_number_upper,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0,7.0,11.0,1.7592379159712698e-06,1.7592547276634286e-06,1.7587889246522669e-06,1.7586186901163838e-06,1.758578532663974e-06,1.7579433481171458e-06,1.757387303183038e-06,1.7569152101370965e-06,1.756776340647155e-06,1.7562614670309393e-06,1.756099575439607e-06,1.7557224999798254e-06,1.755617466277363e-06,1.7550709348952098e-06,1.754796824207119e-06,1.7547284428403036e-06,1.7546821968723896e-06,1.7541803353435667e-06,1.753837190963325e-06,1.7535772338191053e-06,1.7532843528345352e-06,1.7529356327501549e-06,1.7526364883826746e-06,1.7524282835878177e-06
1,0,9.0,26.0,1.485815030832187e-08,1.4858106926439997e-08,1.4859301249856916e-08,1.4859733835326854e-08,1.4859835581657271e-08,1.4861430140419914e-08,1.4862803926868505e-08,1.4863954804108641e-08,1.4864290715314465e-08,1.4865526012408859e-08,1.4865911195750276e-08,1.4866802519576996e-08,1.486704936384998e-08,1.4868323962459242e-08,1.4868957157530754e-08,1.486911449884145e-08,1.486922076899447e-08,1.487036690253803e-08,1.4871143216741782e-08,1.4871727456170929e-08,1.487238176524951e-08,1.4873155502473806e-08,1.4873814725807772e-08,1.4874271128725711e-08
1,0,9.0,25.0,1.8950696228609575e-08,1.895064015889609e-08,1.895218380922112e-08,1.8952742934164187e-08,1.8952874444222664e-08,1.8954935506780655e-08,1.8956711282807496e-08,1.8958198976819326e-08,1.8958633205349268e-08,1.896023009566748e-08,1.8960728040581143e-08,1.896188031873707e-08,1.8962199437266424e-08,1.896384726571502e-08,1.8964665896623296e-08,1.896486931884049e-08,1.896500671310313e-08,1.8966488550226332e-08,1.896749227587413e-08,1.896824767598218e-08,1.8969093689019066e-08,1.897009414219187e-08,1.897094654538177e-08,1.8971536703114744e-08
1,0,8.0,15.0,3.0081158824376533e-07,3.0081068928704974e-07,3.0083543868326914e-07,3.00844403304837e-07,3.00846511857755e-07,3.0087955828191095e-07,3.009080314061729e-07,3.009318860096935e-07,3.0093884880819754e-07,3.009644551689801e-07,3.0097243992440886e-07,3.009909174413009e-07,3.0099603477367526e-07,3.010224595146065e-07,3.010355874325354e-07,3.0103884962684626e-07,3.010410529656562e-07,3.0106481694020135e-07,3.0108091385852774e-07,3.0109302851848843e-07,3.011065965593555e-07,3.011226417053875e-07,3.011363126598233e-07,3.0114577780382585e-07
1,0,9.0,24.0,2.453291563396604e-08,2.4532841963053152e-08,2.4534870226642488e-08,2.453560490172289e-08,2.4535777703826616e-08,2.4538485978596093e-08,2.454081948998837e-08,2.4542774516282725e-08,2.454334516327849e-08,2.4545443789401856e-08,2.4546098203214495e-08,2.4547612591741033e-08,2.454803200280808e-08,2.455019776330206e-08,2.4551273732533787e-08,2.4551541104343722e-08,2.455172169183797e-08,2.4553669419849635e-08,2.455498875869131e-08,2.4555981709977804e-08,2.4557093791671174e-08,2.4558408915051382e-08,2.455952944883748e-08,2.4560305259808878e-08
1,0,9.0,23.0,3.230297732053637e-08,3.230287868592868e-08,3.2305594288836397e-08,3.2306577958680916e-08,3.230680932869947e-08,3.231043562705419e-08,3.231356028964513e-08,3.2316178261303636e-08,3.231694243340543e-08,3.23197528500102e-08,3.232062924618549e-08,3.232265737303093e-08,3.23232190756261e-08,3.232611968128215e-08,3.232756077705442e-08,3.232791888563375e-08,3.2328160759431623e-08,3.233076954979135e-08,3.233253673542548e-08,3.233386677444028e-08,3.2335356419546026e-08,3.2337118086525234e-08,3.23386191308953e-08,3.233965841258571e-08
1,0,9.0,22.0,4.3373038749575566e-08,4.337290379652372e-08,4.337661939872255e-08,4.337796533914706e-08,4.337828192245597e-08,4.338324394389817e-08,4.33875198003171e-08,4.3391102465191984e-08,4.339214825639314e-08,4.339599450916023e-08,4.339719395696444e-08,4.339996974861399e-08,4.3400738538906894e-08,4.3404708654621555e-08,4.340668118490253e-08,4.340717136125432e-08,4.3407502438033474e-08,4.3411073438210574e-08,4.341349251396469e-08,4.3415313235221386e-08,4.3417352495452405e-08,4.341976421096889e-08,4.342181919425531e-08,4.342324203991591e-08
1,0,6.0,8.0,7.874400831889665e-06,7.874492263390694e-06,7.871960833210925e-06,7.871036636033047e-06,7.870818695445949e-06,7.867375060749517e-06,7.864365864294393e-06,7.861814769364976e-06,7.861064986032956e-06,7.858287546236698e-06,7.857415021611424e-06,7.855384168563924e-06,7.85481882579161e-06,7.85187951125233e-06,7.850406782676275e-06,7.850039536746474e-06,7.84979120388207e-06,7.84709801662526e-06,7.845258347050696e-06,7.843865599605667e-06,7.842297408411623e-06,7.840431519966704e-06,7.838831985995556e-06,7.837719292284563e-06
1,0,9.0,21.0,5.957567911747627e-08,5.9575489747124865e-08,5.958070372441707e-08,5.958259250208749e-08,5.9583036773100586e-08,5.9590000382281295e-08,5.959600142315406e-08,5.960102986392314e-08,5.960249772896041e-08,5.96078964861248e-08,5.96095801393695e-08,5.961347659979505e-08,5.961455580022206e-08,5.962012909322372e-08,5.962289826952066e-08,5.962358642543623e-08,5.962405122502937e-08,5.962906470064034e-08,5.963246108624216e-08,5.963501745855948e-08,5.96378807480859e-08,5.964126710341686e-08,5.964415265377449e-08,5.964615062400878e-08
1,0,8.0,14.0,8.401704437882804e-07,8.401777410116701e-07,8.399754695137086e-07,8.399015023442552e-07,8.398840504952946e-07,8.396078411987382e-07,8.393657960308136e-07,8.391601200758618e-07,8.390995894131415e-07,8.388750512662325e-07,8.388044133868587e-07,8.386398189445043e-07,8.385939553293697e-07,8.383551984474712e-07,8.382353825504519e-07,8.382054855645655e-07,8.381852648246324e-07,8.379657493524323e-07,8.378155746652329e-07,8.377017627881497e-07,8.375734925007844e-07,8.374207072734605e-07,8.372895921328931e-07,8.371983087882108e-07
1,0,9.0,20.0,8.405343644124291e-08,8.40531626664237e-08,8.406070077806323e-08,8.406343158587987e-08,8.406407392419162e-08,8.40741424965929e-08,8.408281992613159e-08,8.40900914315941e-08,8.409221415186164e-08,8.41000217421567e-08,8.410245670876928e-08,8.410809210121193e-08,8.410965297609766e-08,8.411771407153476e-08,8.412171953852179e-08,8.412271493902455e-08,8.412338726450425e-08,8.413063940435267e-08,8.413555260973286e-08,8.413925077825799e-08,8.414339307527267e-08,8.414829226161352e-08,8.415246706126309e-08,8.415535779522739e-08
1,0,9.0,19.0,1.2248483665623358e-07,1.224844263608199e-07,1.224957237761344e-07,1.2249981663333078e-07,1.2250077936555243e-07,1.2251587076073703e-07,1.225288780670662e-07,1.225397786648065e-07,1.2254296092943155e-07,1.2255466613745596e-07,1.2255831682235008e-07,1.2256676612141319e-07,1.225691064571531e-07,1.22581193562348e-07,1.2258719982370295e-07,1.225886924751497e-07,1.2258970066723897e-07,1.2260057605983051e-07,1.2260794435227967e-07,1.226134906741672e-07,1.226197032914973e-07,1.2262705138464492e-07,1.2263331325048012e-07,1.226376492561264e-07
1,0,5.0,6.0,2.992621573400892e-05,2.992667834686809e-05,2.991388124896963e-05,2.990921481521387e-05,2.9908114827377935e-05,2.989075559101606e-05,2.9875618384442873e-05,2.986280805682726e-05,2.985904683440733e-05,2.9845128766424975e-05,2.9840761141314393e-05,2.983060372288617e-05,2.9827778214358715e-05,2.9813102202505476e-05,2.980575769913308e-05,2.9803927143864848e-05,2.980268951888481e-05,2.9789277739112032e-05,2.9780127079037827e-05,2.9773205088241916e-05,2.976541685362778e-05,2.9756157888132714e-05,2.9748227212642002e-05,2.9742713869665876e-05
1,0,7.0,10.0,4.248467601767175e-06,4.248510742321625e-06,4.247315720454491e-06,4.2468791231599305e-06,4.2467761428871906e-06,4.245147802410256e-06,4.243723139891024e-06,4.242514132337616e-06,4.242158588957511e-06,4.240840738351583e-06,4.240426483192032e-06,4.239461816363428e-06,4.239193161630241e-06,4.2377955992903825e-06,4.237094875501205e-06,4.2369200907962515e-06,4.236801889782623e-06,4.2355194267043175e-06,4.234642814724066e-06,4.233978855409908e-06,4.233230945471958e-06,4.232340633379666e-06,4.231577053776916e-06,4.231045687947054e-06
1,0,8.0,13.0,1.4979178523294542e-06,1.4979312111163609e-06,1.4975609614791638e-06,1.4974255890449974e-06,1.4973936508468825e-06,1.496888248220657e-06,1.4964454795727818e-06,1.4960693251571267e-06,1.4959586368368548e-06,1.4955480943808483e-06,1.4954189586533596e-06,1.495118089217945e-06,1.495034260881338e-06,1.4945979205675577e-06,1.494378983894096e-06,1.494324357216118e-06,1.4942874113731479e-06,1.4938863674060653e-06,1.4936120453767034e-06,1.4934041677265143e-06,1.493169902937615e-06,1.492890894279516e-06,1.492651482759405e-06,1.4924848156690944e-06
1,0,9.0,18.0,1.8553872344570517e-07,1.8553808143245914e-07,1.855557597726624e-07,1.855621646425813e-07,1.8556367123662647e-07,1.8558728920073328e-07,1.8560764741224323e-07,1.856247096518144e-07,1.8562969094127745e-07,1.856480143206122e-07,1.8565372940214856e-07,1.8566695714855163e-07,1.8567062117507535e-07,1.8568954562238465e-07,1.8569895001685898e-07,1.85701287215868e-07,1.8570286585962324e-07,1.857198953930118e-07,1.857314339297541e-07,1.8574011968239505e-07,1.857498492573905e-07,1.8576135761695277e-07,1.8577116520329965e-07,1.8577795666913772e-07
1,0,10.0,29.0,1.5133292483013422e-08,1.5133239634803334e-08,1.5134694865876904e-08,1.513522210387309e-08,1.5135346124687678e-08,1.513729035174249e-08,1.513896627840976e-08,1.5140370904412548e-08,1.514078098756496e-08,1.5142289474411858e-08,1.5142759979567105e-08,1.5143848991289353e-08,1.5144150645599253e-08,1.5145708689897048e-08,1.514648296368944e-08,1.5146675389078803e-08,1.514680536167797e-08,1.5148207449170677e-08,1.5149157463882672e-08,1.5149872605707105e-08,1.5150673699318742e-08,1.515162126260386e-08,1.515242879950545e-08,1.515298800057867e-08
1,0,10.0,28.0,1.8801683428981864e-08,1.880161715402126e-08,1.8803442122566827e-08,1.8804103327537778e-08,1.8804258861758582e-08,1.880669714764762e-08,1.8808799006987187e-08,1.8810560653343496e-08,1.881107497581254e-08,1.881296693155683e-08,1.881355705097099e-08,1.8814922931975256e-08,1.881530128231321e-08,1.8817255487355283e-08,1.8818226650283588e-08,1.8818468008953274e-08,1.881863103362429e-08,1.8820389691643582e-08,1.8821581328487378e-08,1.8822478366726083e-08,1.8823483229546773e-08,1.8824671833582424e-08,1.8825684804201834e-08,1.8826386270411546e-08
1,0,10.0,27.0,2.3634916470730225e-08,2.363483229224884e-08,2.3637150282619676e-08,2.3637990127184353e-08,2.363818768350203e-08,2.3641284792274277e-08,2.36439546464101e-08,2.364619240332744e-08,2.3646845738070794e-08,2.3649249091660465e-08,2.3649998732527483e-08,2.3651733860344758e-08,2.365221449759456e-08,2.365469705738899e-08,2.3655930814262504e-08,2.3656237436517638e-08,2.3656444543717718e-08,2.3658678776766376e-08,2.3660192683114092e-08,2.3661332333727758e-08,2.3662608986332746e-08,2.3664119098300282e-08,2.3665406087262037e-08,2.366629731650351e-08
1,0,9.0,17.0,2.950498973908453e-06,2.9504883701758567e-06,2.950780363760562e-06,2.9508861590332163e-06,2.950911045321757e-06,2.9513011953081796e-06,2.9516375310920243e-06,2.95191943904778e-06,2.9520017457921373e-06,2.95230452280402e-06,2.9523989645974428e-06,2.952617562997615e-06,2.9526781161813823e-06,2.9529908859010616e-06,2.9531463253997025e-06,2.953184956609254e-06,2.953211050015454e-06,2.95349254362822e-06,2.9536832854812566e-06,2.9538268752915277e-06,2.953987728268573e-06,2.9541779984298273e-06,2.9543401576162805e-06,2.954452452563808e-06
1,0,10.0,26.0,3.010438956939953e-08,3.0104281107610516e-08,3.010726781316444e-08,3.010834996181896e-08,3.010860451662895e-08,3.011259526556343e-08,3.011603558488563e-08,3.0118919187832214e-08,3.011976109653371e-08,3.012285818781763e-08,3.0123824231837685e-08,3.012606027880072e-08,3.012667967999803e-08,3.0129879026328124e-08,3.0131469036200945e-08,3.0131864200335605e-08,3.01321311136574e-08,3.0135010561787596e-08,3.013696170262311e-08,3.013843051930039e-08,3.014007592997358e-08,3.0142022263744977e-08,3.0143681046920685e-08,3.0144829754269014e-08
1,0,10.0,25.0,3.8920604292121594e-08,3.892046225239886e-08,3.8924373642224544e-08,3.892579085023704e-08,3.8926124223379734e-08,3.8931350736716725e-08,3.893585652802017e-08,3.893963329592713e-08,3.894073599555133e-08,3.894479251971541e-08,3.894605785340295e-08,3.894898669217855e-08,3.894979801238344e-08,3.895398873728402e-08,3.895607148815729e-08,3.895658911765115e-08,3.89569387511808e-08,3.8960710635962416e-08,3.896326655750088e-08,3.896519068304464e-08,3.896734617508683e-08,3.896989591988455e-08,3.8972069003013954e-08,3.8973573882869874e-08
1,0,10.0,24.0,5.118124387559884e-08,5.1181054377620964e-08,5.118627271463398e-08,5.118816350542332e-08,5.1188608283530134e-08,5.119558151570812e-08,5.1201593383210705e-08,5.120663270988707e-08,5.120810406547237e-08,5.12135168803223e-08,5.121520531067961e-08,5.121911354537523e-08,5.1220196184682916e-08,5.12257884675806e-08,5.122856784778985e-08,5.122925861875274e-08,5.122972520250412e-08,5.1234758840496e-08,5.123816984176951e-08,5.12407377259565e-08,5.124361443171071e-08,5.124701736792173e-08,5.124991765877976e-08,5.1251926165898415e-08
1,0,9.0,16.0,4.990185261210006e-07,4.990166507975375e-07,4.990682936357352e-07,4.990870060780476e-07,4.990914079090498e-07,4.991604213252277e-07,4.992199224751544e-07,4.992697997375301e-07,4.992843629130896e-07,4.993379389344715e-07,4.993546513635249e-07,4.993933365127036e-07,4.994040530350306e-07,4.99459409436086e-07,4.994869224089186e-07,4.994937603937715e-07,4.994983791514133e-07,4.995482084405927e-07,4.995819756824784e-07,4.996073969347024e-07,4.996358758905632e-07,4.996695650865635e-07,4.996982786210034e-07,4.997181635901022e-07
1,0,10.0,23.0,6.86349235188658e-08,6.863466523445578e-08,6.864177790494859e-08,6.864435513914527e-08,6.86449613965366e-08,6.865446652670938e-08,6.866266157305874e-08,6.866953114939876e-08,6.867153693353831e-08,6.86789159652144e-08,6.8681217774439e-08,6.868654590286436e-08,6.868802189780731e-08,6.86956461917499e-08,6.8699435590379e-08,6.870037739609019e-08,6.870101354457448e-08,6.870787661834446e-08,6.871252744944017e-08,6.871602877609692e-08,6.871995125306718e-08,6.87245913573017e-08,6.872854615705742e-08,6.873128497618827e-08
1,0,8.0,12.0,2.996398388599098e-06,2.9964261837832133e-06,2.9956559432739774e-06,2.995374388124481e-06,2.995307966159879e-06,2.9942571209038165e-06,2.9933368668103275e-06,2.992555316994656e-06,2.9923253786070152e-06,2.991472703022759e-06,2.991204547269497e-06,2.9905798740893953e-06,2.990405850694323e-06,2.989500189564586e-06,2.9890458664202467e-06,2.988932518714619e-06,2.988855860131098e-06,2.988023852711658e-06,2.987454861795941e-06,2.987023750443285e-06,2.9865379788457717e-06,2.985959512000414e-06,2.9854632143069688e-06,2.985117753952801e-06
1,0,10.0,22.0,9.416295963016523e-08,9.416259869320784e-08,9.417253840081568e-08,9.417614008631078e-08,9.417698733822895e-08,9.419027122226935e-08,9.420172473189211e-08,9.421132612694287e-08,9.421412961520042e-08,9.422444355737062e-08,9.42276609626369e-08,9.42351086238192e-08,9.423717180771427e-08,9.424782950080556e-08,9.42531267093821e-08,9.425444327824716e-08,9.425533256656401e-08,9.42649268260436e-08,9.427142867300332e-08,9.42763236234416e-08,9.428180746286806e-08,9.428829473424658e-08,9.429382401807933e-08,9.429765328447947e-08
1,0,10.0,21.0,1.3270503140441154e-07,1.327045119422442e-07,1.3271881750258984e-07,1.3272400131594747e-07,1.327252207552213e-07,1.3274434065315023e-07,1.3276082689509107e-07,1.3277464780727252e-07,1.3277868344798634e-07,1.3279353085138477e-07,1.3279816259003254e-07,1.3280888439808165e-07,1.3281185466063653e-07,1.3282719842360108e-07,1.328348250158867e-07,1.3283672055685378e-07,1.328380009231394e-07,1.3285181471313098e-07,1.3286117637861265e-07,1.3286822453132247e-07,1.3287612079116815e-07,1.328854621481137e-07,1.3289342425576258e-07,1.3289893846857976e-07
1,0,9.0,15.0,9.165281704398905e-07,9.16524537655865e-07,9.16624582711422e-07,9.166608359935034e-07,9.166693642553471e-07,9.168030833630982e-07,9.1691838695041e-07,9.170150519309369e-07,9.170432780800942e-07,9.17147125741268e-07,9.171795222018669e-07,9.172545163397735e-07,9.172752922127139e-07,9.173826177874419e-07,9.174359648537498e-07,9.174492240373933e-07,9.17458180139615e-07,9.175548082253056e-07,9.176202948236391e-07,9.176695986756627e-07,9.177248360036023e-07,9.177901833209827e-07,9.178458829679191e-07,9.178844586015743e-07
1,0,10.0,20.0,1.931353259059589e-07,1.9313455147242728e-07,1.931558792143565e-07,1.9316360785647286e-07,1.9316542595983754e-07,1.9319393341442712e-07,1.9321851556878794e-07,1.9323912455657794e-07,1.9324514246049292e-07,1.9326728343970754e-07,1.932741906769057e-07,1.932901803436844e-07,1.9329461006189429e-07,1.9331749376848348e-07,1.933288685126763e-07,1.9333169567785363e-07,1.9333360533120907e-07,1.9335420897883952e-07,1.933681727018722e-07,1.9337868591236632e-07,1.9339046447733864e-07,1.9340439904515646e-07,1.9341627652313214e-07,1.9342450253969318e-07
1,0,11.0,29.0,2.8603300559063412e-08,2.8603183598812827e-08,2.8606404718143025e-08,2.8607572001160557e-08,2.86078465977693e-08,2.8612152325698466e-08,2.8615865354642682e-08,2.8618978377716505e-08,2.8619887413816558e-08,2.8623232008657063e-08,2.8624275436034026e-08,2.8626690930721542e-08,2.8627360122572604e-08,2.8630817218726338e-08,2.8632535680878653e-08,2.8632962805900753e-08,2.8633251315459554e-08,2.8636364167725573e-08,2.8638473908245858e-08,2.8640062355133972e-08,2.864184202071974e-08,2.8643947493118456e-08,2.8645742186924946e-08,2.8646985165296366e-08
1,0,10.0,19.0,2.9240516093806975e-07,2.924039553738042e-07,2.9243715721306886e-07,2.9244918916526685e-07,2.924520196226083e-07,2.924964022331683e-07,2.9253467616159304e-07,2.9256676575794144e-07,2.9257613635579836e-07,2.926106137308799e-07,2.926213698985143e-07,2.926462702282358e-07,2.926531687007307e-07,2.9268880709673383e-07,2.927065225465853e-07,2.92710925757819e-07,2.9271389999417336e-07,2.927459905634177e-07,2.927677402774775e-07,2.92784116026558e-07,2.928024632563052e-07,2.928241695577805e-07,2.9284267207619895e-07,2.9285548674335874e-07
1,0,11.0,28.0,3.591579604615246e-08,3.5915647806746994e-08,3.591973039767901e-08,3.592120988219538e-08,3.592155792378106e-08,3.592701535158248e-08,3.593172164826977e-08,3.593566750633817e-08,3.593681975195078e-08,3.5941059231521494e-08,3.594238185590537e-08,3.594544371035836e-08,3.594629197782583e-08,3.595067424245428e-08,3.595285262103625e-08,3.5953394061855174e-08,3.5953759788878846e-08,3.595770581059989e-08,3.596038027200596e-08,3.5962393924287306e-08,3.5964650003149995e-08,3.596731913578548e-08,3.596959431557122e-08,3.5971170084871285e-08
1,0,11.0,27.0,4.569668271050996e-08,4.569649213603196e-08,4.570174070595359e-08,4.570364275307155e-08,4.5704090202408574e-08,4.571110647930926e-08,4.571715721987155e-08,4.5722230392715356e-08,4.572371184803176e-08,4.5729162665630595e-08,4.5730863223521937e-08,4.573480002950782e-08,4.5735890707033963e-08,4.57415253658315e-08,4.574432634096042e-08,4.574502253410152e-08,4.574549279270507e-08,4.5750566713669943e-08,4.57540056768317e-08,4.57565949662999e-08,4.575949601424317e-08,4.5762928241105785e-08,4.576585392081326e-08,4.576788023960119e-08
1,0,7.0,9.0,1.4363349258144628e-05,1.4363512963046854e-05,1.4358980199980489e-05,1.4357325172412625e-05,1.4356934877535658e-05,1.435076727763962e-05,1.4345376821177073e-05,1.4340806313631579e-05,1.4339462899655193e-05,1.433448602738722e-05,1.4332922419376461e-05,1.432928277890499e-05,1.4328269525451519e-05,1.4323001025586293e-05,1.4320361010575155e-05,1.4319702658552167e-05,1.4319257472870201e-05,1.4314429098520964e-05,1.431113060490227e-05,1.4308633268313313e-05,1.430582117513862e-05,1.4302475020779858e-05,1.4299606334310402e-05,1.4297610668496926e-05
1,0,11.0,26.0,5.901535359750607e-08,5.901510461843637e-08,5.902196176693295e-08,5.902444678847824e-08,5.902503138312617e-08,5.903419832122378e-08,5.9042103973504327e-08,5.90487325265184e-08,5.9050668206125485e-08,5.905779038303784e-08,5.906001240794147e-08,5.9065156474284475e-08,5.906658163360986e-08,5.907394439479089e-08,5.9077604469291915e-08,5.9078514201478936e-08,5.90791287011016e-08,5.908575900699779e-08,5.909025292426994e-08,5.909363656000592e-08,5.909742763934182e-08,5.9101912920706576e-08,5.910573629005428e-08,5.910838437397577e-08
1,0,9.0,14.0,2.414717996834487e-06,2.4147388464565724e-06,2.414160886578712e-06,2.4139495215083517e-06,2.4138996507712558e-06,2.413110292162847e-06,2.4124184827124728e-06,2.4118305628802286e-06,2.4116575272088312e-06,2.4110156130316096e-06,2.410813659496874e-06,2.4103430617067264e-06,2.4102119258671764e-06,2.4095292205923366e-06,2.4091865935417226e-06,2.409101097344108e-06,2.4090432716999534e-06,2.4084154914889642e-06,2.407985986730696e-06,2.407660465861466e-06,2.407293576357545e-06,2.406856546587808e-06,2.4064814848930056e-06,2.406220354787593e-06
1,0,10.0,18.0,4.6454207660959957e-07,4.6454009822062375e-07,4.645945856106153e-07,4.646143320007672e-07,4.646189773040019e-07,4.6469182048004327e-07,4.6475464246438844e-07,4.648073169944694e-07,4.6482269925381003e-07,4.6487929768722844e-07,4.648969558590532e-07,4.649378355358676e-07,4.649491613114052e-07,4.6500767400889966e-07,4.6503676144580307e-07,4.650439913348215e-07,4.650488749399243e-07,4.651015683759236e-07,4.651372836699413e-07,4.651641753019116e-07,4.6519430539275043e-07,4.65229953123889e-07,4.6526034049388494e-07,4.6528138710790067e-07
1,0,11.0,25.0,7.752578213599631e-08,7.752545080657347e-08,7.753457607532415e-08,7.753788311393495e-08,7.753866109001392e-08,7.755086061802503e-08,7.756138191501104e-08,7.757020379741216e-08,7.757278001460069e-08,7.75822591474274e-08,7.758521655956931e-08,7.759206316150598e-08,7.759396002869591e-08,7.760375991195626e-08,7.760863158919128e-08,7.76098424817942e-08,7.761066040936718e-08,7.761948576723552e-08,7.762546757340835e-08,7.762997155801463e-08,7.763501795796478e-08,7.764098851482212e-08,7.76460780460807e-08,7.764960312022096e-08
1,0,8.0,11.0,7.205808872114842e-06,7.205880166641854e-06,7.203905005958156e-06,7.203183257717917e-06,7.2030130089088546e-06,7.20032051477921e-06,7.197964070299331e-06,7.195963811104501e-06,7.195375489955329e-06,7.193194492164196e-06,7.192508806411376e-06,7.190911870702996e-06,7.1904670846485575e-06,7.188152946528133e-06,7.186992458537141e-06,7.186702972140585e-06,7.186507197606056e-06,7.18438283686206e-06,7.182930511454645e-06,7.181830368983535e-06,7.180590994518053e-06,7.179115465979596e-06,7.177849822971185e-06,7.176968996849221e-06
1,0,11.0,24.0,1.0386079701401287e-07,1.0386034663179095e-07,1.0387275093570159e-07,1.038772463920111e-07,1.0387830394787775e-07,1.0389488790799664e-07,1.0390919096187025e-07,1.0392118410299934e-07,1.039246864675292e-07,1.0393757356462196e-07,1.0394159430667736e-07,1.0395090271985367e-07,1.0395348167057628e-07,1.0396680566526926e-07,1.0397342937644281e-07,1.0397507576515216e-07,1.0397618786272869e-07,1.0398818745582784e-07,1.0399632092798484e-07,1.0400244509815342e-07,1.0400930689938097e-07,1.0401742544743269e-07,1.040243461217294e-07,1.0402913952993546e-07
1,0,11.0,23.0,1.4235888734638091e-07,1.423582597885505e-07,1.4237554405873267e-07,1.423818081937473e-07,1.4238328184087602e-07,1.4240639117911338e-07,1.424263228618454e-07,1.4244303614328915e-07,1.4244791702351146e-07,1.4246587677829561e-07,1.4247148029009952e-07,1.4248445317783366e-07,1.4248804744401193e-07,1.4250661735957198e-07,1.4251584917834857e-07,1.425181438607354e-07,1.4251969387087378e-07,1.4253641882831186e-07,1.4254775548585156e-07,1.4255629166987587e-07,1.4256585615222536e-07,1.4257717258573113e-07,1.425868194803729e-07,1.425935012225044e-07
1,0,10.0,17.0,7.85889810692131e-07,7.858863335504195e-07,7.859821016876262e-07,7.860168099619716e-07,7.860249751472729e-07,7.861530199804902e-07,7.862634588709643e-07,7.863560656542771e-07,7.863831102812476e-07,7.864826244972683e-07,7.865136734498301e-07,7.865855562279813e-07,7.866054721215445e-07,7.867083687915649e-07,7.867595229519901e-07,7.867722379772445e-07,7.867808267181614e-07,7.868735014845329e-07,7.869363194455067e-07,7.869836197818341e-07,7.870366182645004e-07,7.870993248685289e-07,7.871527804415857e-07,7.871898055661767e-07
1,0,11.0,22.0,2.004601960901947e-07,2.0045929573385973e-07,2.0048409384423533e-07,2.0049308133326995e-07,2.0049519566907068e-07,2.005283528913252e-07,2.0055695199571361e-07,2.0058093399655929e-07,2.0058793774954343e-07,2.0061370942116056e-07,2.0062175046268593e-07,2.006403668939878e-07,2.0064552484168134e-07,2.0067217414768198e-07,2.0068542289740933e-07,2.0068871607418363e-07,2.0069094055474184e-07,2.0071494362377408e-07,2.0073121403698554e-07,2.0074346543626803e-07,2.0075719292282986e-07,2.007734352385325e-07,2.0078728157137e-07,2.0079687212881225e-07
1,0,9.0,13.0,4.808108995878429e-06,4.808152275495949e-06,4.806952760489508e-06,4.8065141956009356e-06,4.806410726272696e-06,4.804773415172216e-06,4.803339056269198e-06,4.802120524965451e-06,4.801761961256564e-06,4.800432069148639e-06,4.8000137589259696e-06,4.7990391614260205e-06,4.798767621423272e-06,4.797354229108877e-06,4.79664506124368e-06,4.7964681185913886e-06,4.7963484466329605e-06,4.7950494307534585e-06,4.794160891504449e-06,4.793487575096811e-06,4.792728797748712e-06,4.791825105785534e-06,4.791049674624188e-06,4.7905098600757805e-06
1,0,11.0,21.0,2.915310281589251e-07,2.9152969045594116e-07,2.9156653486441415e-07,2.915798885857354e-07,2.915830301177887e-07,2.916322972305597e-07,2.916747935645094e-07,2.9171043059968247e-07,2.9172083835504285e-07,2.917591366593854e-07,2.9177108645051675e-07,2.9179875288333406e-07,2.918064184004268e-07,2.918460243891305e-07,2.918657151706594e-07,2.918706096729877e-07,2.918739158334259e-07,2.9190959138673907e-07,2.919337746997427e-07,2.919519847992813e-07,2.9197238931231134e-07,2.919965324141129e-07,2.9201711452181015e-07,2.9203137081759823e-07
1,0,12.0,29.0,5.25571000436509e-08,5.25568567448577e-08,5.2563557982152035e-08,5.2565986773311214e-08,5.256655816093005e-08,5.257551905005677e-08,5.258324858977638e-08,5.2589730614871715e-08,5.259162370083122e-08,5.259858992051099e-08,5.2600763534585114e-08,5.260579597735849e-08,5.2607190322563934e-08,5.261439465859261e-08,5.261797645909966e-08,5.261886678538404e-08,5.261946818800937e-08,5.262595775365051e-08,5.263035687675688e-08,5.263366945749621e-08,5.2637381251647926e-08,5.264177317499552e-08,5.264551734526495e-08,5.2648110781686425e-08
1,0,10.0,16.0,1.4417328890859504e-06,1.441726213512e-06,1.4419100804872394e-06,1.4419767211056742e-06,1.441992398710282e-06,1.4422382656304599e-06,1.442450347153332e-06,1.4426281996970699e-06,1.4426801418336105e-06,1.4428712797066843e-06,1.4429309189510642e-06,1.4430689982673755e-06,1.4431072560829555e-06,1.4433049275239964e-06,1.4434032044339998e-06,1.4434276330773652e-06,1.4434441342760044e-06,1.443622194079416e-06,1.4437428966472914e-06,1.4438337868268543e-06,1.44393563059485e-06,1.444056135694886e-06,1.4441588678424425e-06,1.4442300262893316e-06
