atomic_number,ion_number,level_number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,0,20,6.777545992119104e-05,6.777662268025298e-05,6.774458953738089e-05,6.773297588127506e-05,6.773024342126084e-05,6.768737723034645e-05,6.765038037286154e-05,6.761933952319498e-05,6.761027137948034e-05,6.757689201545201e-05,6.756647362397578e-05,6.75423464928411e-05,6.753566006480259e-05,6.750110211133454e-05,6.748391435648489e-05,6.747964133587305e-05,6.747675482079613e-05,6.744559949418971e-05,6.74244719376548e-05,6.740855835835394e-05,6.739072253196894e-05,6.736961249807663e-05,6.735161072057844e-05,6.733913879629499e-05
1,0,21,7.823371742758095e-05,7.823505163954915e-05,7.819829513467966e-05,7.818496903693508e-05,7.818183367528225e-05,7.813264693211526e-05,7.80901950583279e-05,7.805457745843493e-05,7.804417229590621e-05,7.80058714892155e-05,7.799391703081524e-05,7.796623267516035e-05,7.79585604301026e-05,7.791890746097685e-05,7.789918568141063e-05,7.789428268441094e-05,7.78909706078549e-05,7.785522206428911e-05,7.783097972299646e-05,7.781272006557191e-05,7.779225479455201e-05,7.776803264782714e-05,7.774737701416396e-05,7.773306646972183e-05
1,0,22,8.970560819407528e-05,8.97071300774794e-05,8.966520340829596e-05,8.965000288327669e-05,8.964642650825893e-05,8.959032133701186e-05,8.954189845170599e-05,8.950127118779814e-05,8.948940253907302e-05,8.944571477860579e-05,8.94320789604238e-05,8.940050091311775e-05,8.939174960611333e-05,8.934651970557368e-05,8.932402422101033e-05,8.931843166165338e-05,8.931465377217348e-05,8.92738775680609e-05,8.92462258369018e-05,8.92253982042031e-05,8.920205479153427e-05,8.917442618556997e-05,8.915086569348074e-05,8.913454263279169e-05
1,0,23,0.00010223756478617463,0.00010223929130401732,0.0001021917271587838,0.00010217448278526777,0.00010217042553572464,0.00010210677661636063,0.0001020518430385901,0.00010200575332478219,0.00010199228891722093,0.00010194272732337693,0.00010192725818312549,0.0001018914345320451,0.00010188150663790017,0.00010183019576854495,0.0001018046758965046,0.00010179833145360527,0.00010179404565206657,0.0001017477874012242,0.00010171641815157837,0.00010169279046050426,0.00010166630879298718,0.0001016349658696808,0.00010160823799486284,0.00010158972053927945
1,0,24,0.00011587600691587488,0.00011587795577524277,0.0001158242663435222,0.00011580480126858855,0.00011580022153484042,0.00011572837611746766,0.0001156663684929522,0.0001156143436816679,0.00011559914544041373,0.000115543201776303,0.00011552574068575995,0.00011548530408188685,0.0001154740977973856,0.0001154161798117716,0.00011538737387334874,0.00011538021249194175,0.00011537537483248875,0.00011532316021660804,0.00011528775180344632,0.0001152610817902961,0.00011523119034454536,0.00011519581174120088,0.00011516564244336839,0.00011514474073588223
1,0,25,0.00013066738066967157,0.00013066957032203965,0.0001306092472863068,0.00013058737722229625,0.00013058223164542885,0.00013050150953908564,0.00013043184083053776,0.00013037338840439803,0.00013035631245000845,0.00013029345711273402,0.00013027383877502305,0.00013022840642614697,0.0001302158156683071,0.00013015074229993551,0.00013011837761531746,0.00013011033150554352,0.00013010489619484788,0.00013004623095537557,0.00013000644821175675,0.00012997648342808615,0.00012994289926588682,0.0001299031501097209,0.00012986925382792123,0.00012984577002991883
1,0,26,0.00014665809086155754,0.00014666054050198123,0.0001465930550598867,0.00014656858829247381,0.00014656283176623793,0.0001464725253686932,0.00014639458488154312,0.00014632919247495327,0.00014631008912970687,0.0001462397711735829,0.000146217823630421,0.000146166997317925,0.00014615291172864983,0.00014608011261601274,0.00014604390551644096,0.00014603490415652042,0.00014602882355578979,0.00014596319351561278,0.00014591868776739006,0.00014588516559108978,0.0001458475943718151,0.00014580312629465574,0.00014576520595980502,0.00014573893425975332
1,0,27,0.00016389461914013859,0.0001638973487084435,0.00016382215154003537,0.00016379488891634587,0.00016378847458436153,0.0001636878488382589,0.00016360100218280828,0.0001635281375502077,0.00016350685132882956,0.00016342849843124357,0.00016340404305228675,0.0001633474091064754,0.00016333171404571656,0.00016325059669696222,0.00016321025250715966,0.00016320022263902406,0.00016319344726105112,0.00016312031829264644,0.00016307072733687128,0.00016303337495590097,0.00016299151091828264,0.000162941962034994,0.00016289970905148003,0.00016287043565218129
1,0,28,0.00018242340505453833,0.00018242643523453251,0.00018234295652396347,0.0001823126914604447,0.00018230557071805282,0.00018219386313996386,0.00018209745225646404,0.0001820165632933702,0.00018199293290917972,0.00018190595139322492,0.0001818788028831328,0.00018181593219959287,0.00018179850874988507,0.00018170845856625549,0.0001816636716160844,0.0001816525372482749,0.0001816450157593952,0.00018156383380596433,0.00018150878192521925,0.0001814673163484042,0.00018142084232263374,0.00018136583724544039,0.00018131893150333844,0.0001812864346303936
1,0,29,0.00020229088119483435,0.00020229423341412592,0.00020220188285467153,0.0002021684013389124,0.00020216052383360312,0.00020203694452074683,0.0002019302876852022,0.00020184080243308106,0.0002018146607994154,0.00020171843563913133,0.00020168840203920311,0.0002016188500825941,0.00020159957505010539,0.00020149995533136743,0.0002014504089585317,0.00020143809136687085,0.00020142977058741678,0.00020133996166778558,0.00020127905963350826,0.00020123318769304355,0.00020118177510358002,0.00020112092494539038,0.00020106903482329804,0.00020103308472707191
